name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
houston,2024-01-11,23.2,15,19.2,23.2,15,19.2,16.6,86.1,0,0,0,,0,0,55.5,44.3,178.8,1006.5,82.8,11.1,40.9,3.6,3,10,2024-01-11T07:18:04,2024-01-11T17:40:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-12,21.1,7,13.5,21.1,5.4,12.9,1.3,47.1,0.031,100,4.17,rain,0,0,74.6,53.7,299,1009.5,45.6,13.5,50.3,4.2,6,10,2024-01-12T07:18:02,2024-01-12T17:41:38,0.04,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-13,17.1,5.6,11.2,17.1,2.9,10.3,-0.2,46.5,0,0,0,,0,0,43.5,28.4,162.4,1017.6,52.2,16,49.3,4.2,6,10,2024-01-13T07:17:58,2024-01-13T17:42:28,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-14,12.9,1.2,7.2,12.9,-4.5,4.2,0.6,63.9,0,0,0,,0,0,38.7,29,342.1,1018.7,66.9,15.8,80,7,6,10,2024-01-14T07:17:53,2024-01-14T17:43:18,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-15,0.3,-3.9,-2.5,-5.8,-12.8,-9.3,-3.8,91,0.134,100,8.33,"rain,snow",0,0,55.9,41.9,347.4,1019.7,97.7,9.4,10.9,1,0,10,2024-01-15T07:17:46,2024-01-15T17:44:09,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-16,-0.8,-7.9,-3.9,-4.9,-17.3,-11.1,-11.6,57.2,0,0,0,,0,0,64.3,41.1,346.7,1027.6,45.7,16,65.7,5.6,6,10,2024-01-16T07:17:37,2024-01-16T17:45:00,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-17,6,-4.9,0.9,3.9,-9.4,-2.6,-5.5,63.2,0,0,0,,0,0,33.5,25.4,101.2,1025.8,62.2,15.6,82,7,6,10,2024-01-17T07:17:27,2024-01-17T17:45:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-01-18,17,5.2,12.6,17,4.3,12.2,11.1,91.1,0.031,100,4.17,rain,0,0,30.2,17.6,248.9,1015.6,75.3,9.9,37,3.2,2,10,2024-01-18T07:17:15,2024-01-18T17:46:43,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-19,15.5,4.1,9.6,15.5,-0.7,7.7,0,54,0,0,0,,0,0,53.6,32.1,360,1024.9,43.1,15.1,64.5,5.5,6,10,2024-01-19T07:17:01,2024-01-19T17:47:34,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-20,7.2,-0.8,3.6,5.8,-7,-0.3,-8.9,40.3,0,0,0,,0,0,41.2,25.5,37.4,1031.3,53,16,56.4,4.7,6,10,2024-01-20T07:16:46,2024-01-20T17:48:26,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-21,6.1,2.1,4.1,1.6,-3.3,-0.2,-4.1,56.7,0.822,100,8.33,rain,0,0,55.4,35.4,95.4,1027.9,99.1,15.3,27.4,2.3,1,10,2024-01-21T07:16:29,2024-01-21T17:49:18,0.36,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-01-22,18,7,13.8,18,2.4,13.1,13.5,98.2,22.332,100,58.33,rain,0,0,55.5,45.7,133.9,1017.5,99.1,4.4,5.2,0.4,0,10,2024-01-22T07:16:10,2024-01-22T17:50:10,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-23,21.1,16.9,18.9,21.1,16.9,18.9,18.7,98.7,7.704,100,25,rain,0,0,40.7,29,147.1,1014.4,100,3.2,15.5,1.4,1,10,2024-01-23T07:15:50,2024-01-23T17:51:02,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-24,20,16.1,17,20,16.1,17,16.7,98.4,31.309,100,70.83,rain,0,0,52.7,32.1,92.7,1015.1,96.4,8.6,13.5,1.2,1,10,2024-01-24T07:15:28,2024-01-24T17:51:55,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-25,21.2,13.1,17,21.2,13.1,17,13.5,82,12.815,100,29.17,rain,0,0,50,31.5,357.8,1016.2,34.9,13.5,112.2,9.7,7,10,2024-01-25T07:15:05,2024-01-25T17:52:47,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-26,17.1,12,14.6,17.1,12,14.6,14.3,98,17.422,100,29.17,rain,0,0,35.3,18.6,43.7,1015,90.7,5.2,28.8,2.4,2,10,2024-01-26T07:14:40,2024-01-26T17:53:39,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-27,15.1,10,13.2,15.1,10,13.2,10.2,83,0,0,0,,0,0,57.6,31.5,320.6,1020.2,85.1,14.2,38.2,3.5,2,10,2024-01-27T07:14:14,2024-01-27T17:54:31,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-01-28,16.2,5.1,11.1,16.2,1.4,9.7,3,62.1,0,0,0,,0,0,40.7,29.1,330,1027.2,9.7,15.7,92.7,8,7,10,2024-01-28T07:13:46,2024-01-28T17:55:23,0.6,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-01-29,20.1,8.8,14.2,20.1,6.6,14.1,2.6,47.7,0,0,0,,0,0,33.5,19,266.9,1026.5,15.8,16,127,11.1,7,10,2024-01-29T07:13:16,2024-01-29T17:56:15,0.63,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-01-30,21.2,10.8,15.9,21.2,10.8,15.9,4.6,49.1,0,0,0,,0,0,37.1,27.3,264.5,1022.9,38.6,16,117,10,7,10,2024-01-30T07:12:45,2024-01-30T17:57:07,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-01-31,23.1,11.8,17.4,23.1,11.8,17.4,6.1,49.4,0,0,0,,0,0,31.7,26,262.8,1022.3,36.8,16,97.1,8.4,5,10,2024-01-31T07:12:13,2024-01-31T17:57:58,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-01,20.1,12.9,17,20.1,12.9,17,10,65,0,0,0,,0,0,35.3,22.1,165.7,1018.8,48.2,15.9,67.8,5.9,4,10,2024-02-01T07:11:39,2024-02-01T17:58:50,0.73,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-02,22.1,13.9,17.9,22.1,13.9,17.9,15.8,88.4,0.052,100,4.17,rain,0,0,50,36.3,137.6,1011.3,85.3,10.4,36.2,3,2,10,2024-02-02T07:11:04,2024-02-02T17:59:41,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-03,21.1,15,17.3,21.1,15,17.3,13,79.2,32.417,100,50,rain,0,0,66.6,37.3,193.7,1003.3,51.2,11.4,109.5,9.4,7,10,2024-02-03T07:10:27,2024-02-03T18:00:32,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-02-04,20.1,13.9,16.2,20.1,13.9,16.2,5.4,50,0,0,0,,0,0,78.6,63.7,296.5,1002.8,31.9,15.7,101.5,8.8,7,10,2024-02-04T07:09:49,2024-02-04T18:01:22,0.83,Partially cloudy,Clearing in the afternoon.,wind,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-05,17.2,12.1,14.4,17.2,12.1,14.4,8.1,66.3,0,0,0,,0,0,55.5,46.3,335,1014,62.3,15.9,134.4,11.6,7,10,2024-02-05T07:09:09,2024-02-05T18:02:13,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-06,21.1,9.9,15,21.1,7.3,14.8,3.8,51,0,0,0,,0,0,33.5,21.4,348.5,1019.8,7.8,16,111.2,9.6,8,10,2024-02-06T07:08:28,2024-02-06T18:03:03,0.89,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-02-07,20.1,10.7,16.2,20.1,10.7,16.2,8.7,61.8,0,0,0,,0,0,51.2,37.7,150.6,1016.7,60.2,16,79.3,7,9,10,2024-02-07T07:07:46,2024-02-07T18:03:52,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-02-08,23,18,19.8,23,18,19.8,15.4,76.1,0,0,0,,0,0,42.5,27.3,158.4,1015.1,84.7,14.8,55.3,4.9,3,10,2024-02-08T07:07:03,2024-02-08T18:04:42,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-02-09,24.2,18.5,20.8,24.2,18.5,20.8,17.8,84.1,0,0,0,,0,0,42.5,30.2,166.6,1014.4,95,13.3,72.9,6.3,3,10,2024-02-09T07:06:18,2024-02-09T18:05:31,0,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,72244012918,KMCJ,72243012960,D0326"
houston,2024-02-10,23.1,19,21,23.1,19,21,19.5,91.6,1.235,100,12.5,rain,0,0,57.7,29.7,176.9,1010.2,96.1,8.5,42.7,3.6,2,10,2024-02-10T07:05:32,2024-02-10T18:06:20,0.03,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-11,24.2,12.1,19.5,24.2,12.1,19.5,17,86.7,0.717,100,4.17,rain,0,0,55,35.3,262.6,1006.7,82.1,9.5,94.5,8.1,6,60,2024-02-11T07:04:45,2024-02-11T18:07:08,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-12,15.1,7.1,10.7,15.1,1.9,8.9,2.1,57.6,0,0,0,,0,0,66.9,42.7,316.4,1016.3,39.7,16,120.5,10.5,8,10,2024-02-12T07:03:56,2024-02-12T18:07:56,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-13,19.1,8.7,13.1,19.1,8.2,13,1.7,48,0,0,0,,0,0,31.7,23,182.3,1021.7,25.2,15.9,115.3,10,8,10,2024-02-13T07:03:07,2024-02-13T18:08:44,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-14,18.1,9.7,13.9,18.1,7.6,13.7,7,64.9,0,0,0,,0,0,33.5,23.3,142.1,1021.6,48.9,15.8,109.6,9.5,8,10,2024-02-14T07:02:16,2024-02-14T18:09:31,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-15,22.1,14,17.7,22.1,14,17.7,13.9,79.5,0,0,0,,0,0,20.9,20.3,149,1020.3,86.8,15.4,66.4,5.7,3,10,2024-02-15T07:01:24,2024-02-15T18:10:18,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-16,19.1,17,17.7,19.1,17,17.7,16.1,90.4,1.627,100,20.83,rain,0,0,51.8,31.9,183,1015.3,71.6,13,41.5,3.6,2,10,2024-02-16T07:00:31,2024-02-16T18:11:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-17,17,5.1,8.9,17,1.5,5.9,2.5,64.4,0,0,0,,0,0,56.1,41,356.7,1019.6,60.3,16,41.3,3.4,2,10,2024-02-17T06:59:37,2024-02-17T18:11:51,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-18,13.1,2.1,7.4,13.1,-2.6,5.3,-4.5,45,0,0,0,,0,0,35.3,23.5,345.3,1023.1,34.2,16,121.2,10.4,8,10,2024-02-18T06:58:42,2024-02-18T18:12:36,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-19,18,6.9,12.1,18,6.8,11.8,-0.2,45,0,0,0,,0,0,42.5,26.8,180.6,1022,24.8,16,120.8,10.6,8,10,2024-02-19T06:57:46,2024-02-19T18:13:22,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-20,24.2,12.7,17.8,24.2,12.7,17.8,12.7,74.6,0,0,0,,0,0,37.1,21.5,208.6,1023,7.9,15.3,121.7,10.5,8,10,2024-02-20T06:56:49,2024-02-20T18:14:07,0.37,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-21,23.2,15.7,19,23.2,15.7,19,15.1,79.8,0,0,0,,0,0,56,37.9,178.5,1019.7,52.3,13.8,119.7,10.3,8,10,2024-02-21T06:55:52,2024-02-21T18:14:51,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-02-22,23.1,18.1,20.5,23.1,18.1,20.5,16.1,76.4,0,0,0,,0,0,44.2,25.9,215.5,1011.5,70.9,14.1,93.1,8,6,10,2024-02-22T06:54:53,2024-02-22T18:15:35,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-02-23,24.1,15.9,20,24.1,15.9,20,5.2,42.3,0,0,0,,0,0,53.2,32.9,336.2,1015,18.7,15.4,125.9,10.9,8,10,2024-02-23T06:53:53,2024-02-23T18:16:19,0.47,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-24,26.1,16.2,20.3,26.1,16.2,20.3,-0.2,27.2,0,0,0,,0,0,33.5,26.8,272,1020.4,3.8,16,140.7,12.1,8,10,2024-02-24T06:52:53,2024-02-24T18:17:02,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-02-25,25.2,15.6,19.9,25.2,15.6,19.9,12.4,64.3,0,0,0,,0,0,50.7,29.3,198.2,1017.8,32.3,15.8,133.2,11.4,8,10,2024-02-25T06:51:51,2024-02-25T18:17:45,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-02-26,25.2,18.9,21.4,25.2,18.9,21.4,18.5,84.2,0,0,0,,0,0,44.6,25.4,203.9,1014.2,78.5,11.3,107.9,9.2,7,10,2024-02-26T06:50:49,2024-02-26T18:18:28,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-27,27.3,20,23.1,27.8,20,23.2,18.7,77.7,0,0,0,,0,0,60.3,35.3,202.5,1008.8,70.8,10.5,114.9,9.9,7,10,2024-02-27T06:49:46,2024-02-27T18:19:10,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-02-28,22.1,11.1,18.4,22.1,11.1,18.4,8.9,59,0,0,0,,0,0,60.6,43.1,346.3,1016.7,71.4,11.3,77.8,6.8,4,10,2024-02-28T06:48:43,2024-02-28T18:19:52,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-02-29,13.1,10.1,11.2,13.1,10.1,11.2,0.1,46.3,0,0,0,,0,0,42.5,34.3,52.9,1023,100,15.6,25.4,2.3,2,10,2024-02-29T06:47:39,2024-02-29T18:20:33,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KMCJ,72244012918,D0326"
houston,2024-03-01,22.1,9.3,14.6,22.1,6.7,14.5,7.2,61.8,0,0,0,,0,0,27.7,26.8,22.9,1018.6,80,14.9,144.5,12.5,8,10,2024-03-01T06:46:34,2024-03-01T18:21:15,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KMCJ,72244012918,D0326"
houston,2024-03-02,22,13.9,17.5,22,13.9,17.5,14.3,81.8,0,0,0,,0,0,37.1,23.7,149.2,1016.8,94.7,12.5,67.8,5.8,3,10,2024-03-02T06:45:28,2024-03-02T18:21:55,0.74,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-03-03,25,16.1,20.2,25,16.1,20.2,18.7,91.9,0,0,0,,0,0,37.1,23.5,141.4,1013.3,96.9,5.9,93.2,7.9,5,10,2024-03-03T06:44:22,2024-03-03T18:22:36,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KMCJ,72244012918,D0326"
houston,2024-03-04,26.2,19,22.5,26.2,19,22.5,20.5,88.8,0,0,0,,0,0,31.7,25.7,157.7,1010.6,85.1,8.5,110.6,9.6,8,60,2024-03-04T06:43:15,2024-03-04T18:23:16,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KMCJ,72244012918,D0326"
houston,2024-03-05,30.1,19.1,23.1,29.3,19.1,23.2,19.5,82.9,0.031,100,4.17,rain,0,0,48.2,32.5,156.3,1009.5,71.5,8.6,162,13.9,8,60,2024-03-05T06:42:08,2024-03-05T18:23:56,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-03-06,26.1,18,21.1,26.1,18,21.1,17.6,82.6,0,0,0,,0,0,31.7,21.2,146.1,1011.6,62.6,8.7,161,13.7,8,10,2024-03-06T06:41:00,2024-03-06T18:24:35,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-03-07,25.2,17.1,20.7,25.2,17.1,20.7,17.9,86,1.299,100,16.67,rain,0,0,50.7,37.2,143.6,1008.6,76.3,8.3,69.3,5.8,3,10,2024-03-07T06:39:52,2024-03-07T18:25:15,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-03-08,27.3,20.1,23.4,28.8,20.1,23.6,19.8,82.4,2.548,100,20.83,rain,0,0,35.3,32.3,87.3,1006.2,71.9,8.2,90.5,7.8,7,60,2024-03-08T06:38:43,2024-03-08T18:25:54,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-03-09,19.1,9.2,13.7,19.1,5.6,13.6,8,69.2,0,0,0,,0,0,59,35.1,342,1017.2,58.2,15.5,104.7,9.2,7,10,2024-03-09T06:37:34,2024-03-09T18:26:32,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-03-10,19.2,9.1,14.5,19.2,7.2,14.3,2.7,48.6,0,0,0,,0,0,25.9,17.8,23.7,1023.3,11.9,15.5,119.5,9.8,6,10,2024-03-10T07:36:24,2024-03-10T19:27:11,0,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-03-11,21.1,13.1,16.7,21.1,13.1,16.7,8.5,59.4,0,0,0,,0,0,38.9,24.8,134.6,1022.8,71.6,15.4,175.5,14.9,9,10,2024-03-11T07:35:14,2024-03-11T19:27:49,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-03-12,23.2,14.8,18.9,23.2,14.8,18.9,14.9,78.9,0,0,0,,0,0,42.5,32.7,155.3,1017.6,88.9,14.8,79.4,6.9,5,10,2024-03-12T07:34:04,2024-03-12T19:28:27,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-03-13,25.2,19,21.7,25.2,19,21.7,19.6,88.6,0.269,100,4.17,rain,0,0,46.4,32.9,161.8,1011.6,97.6,9.4,90.4,7.7,7,60,2024-03-13T07:32:53,2024-03-13T19:29:04,0.11,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
houston,2024-03-14,26.2,22.1,23.6,26.2,22.1,23.6,21.5,88.6,0,0,0,,0,0,53.2,40.8,152.8,1010.1,94.1,7.5,100,8.5,8,60,2024-03-14T07:31:42,2024-03-14T19:29:42,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
houston,2024-03-15,28,19.1,22.8,30.1,19.1,22.9,20.9,89.3,36.226,100,12.5,rain,0,0,85.3,32.9,139.5,1013,80.3,7.4,74.8,6.6,10,60,2024-03-15T07:30:31,2024-03-15T19:30:19,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,D0326"
houston,2024-03-16,21.2,18.1,19.4,21.2,18.1,19.4,18.4,94.4,1.121,100,8.33,rain,0,0,53,33.5,105.2,1013.7,98.2,9.6,37.5,3.2,1,10,2024-03-16T07:29:20,2024-03-16T19:30:56,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KHOU,72059400188,KMCJ,72244012918,D0326"
